column,mean_similarity,LLM,method
Data Reference,0.8988086833143513,o3_clean,max_all
Datatype,0.8111655492158163,o3_clean,max_all
Entity Class,0.9546935078170564,o3_clean,max_all
Function Name,0.3804984490076701,o3_clean,max_all
Function Output,0.3817697758751886,o3_clean,max_all
Join,1.0,o3_clean,max_all
Ontology Property,0.9519445904881962,o3_clean,max_all
Related Entity Class,0.9465811965811968,o3_clean,max_all
Subject Generation,0.8408204366763433,o3_clean,max_all
Data Reference,0.9403804243088532,mixtral_clean,max_all
Datatype,0.7704290955355674,mixtral_clean,max_all
Entity Class,1.0,mixtral_clean,max_all
Function Name,0.2251688041771301,mixtral_clean,max_all
Function Output,0.3559090056077198,mixtral_clean,max_all
Join,0.6435939154277245,mixtral_clean,max_all
Ontology Property,0.9773818272662486,mixtral_clean,max_all
Related Entity Class,0.8292834858099619,mixtral_clean,max_all
Subject Generation,0.4826593015657541,mixtral_clean,max_all
Data Reference,0.9462376609444618,llama_clean,max_all
Datatype,0.8118693279102445,llama_clean,max_all
Entity Class,1.0,llama_clean,max_all
Function Name,0.325826174683041,llama_clean,max_all
Function Output,0.3467497507731119,llama_clean,max_all
Join,0.4774694045384725,llama_clean,max_all
Ontology Property,1.0,llama_clean,max_all
Related Entity Class,0.4597941214839617,llama_clean,max_all
Subject Generation,0.7086819782853127,llama_clean,max_all
Data Reference,0.9252601047356924,deepseek_clean,max_all
Datatype,0.9408745567003886,deepseek_clean,max_all
Entity Class,1.0,deepseek_clean,max_all
Function Name,0.3858049346341027,deepseek_clean,max_all
Function Output,0.4220237542712499,deepseek_clean,max_all
Join,0.8576836188634237,deepseek_clean,max_all
Ontology Property,1.0,deepseek_clean,max_all
Related Entity Class,1.0,deepseek_clean,max_all
Subject Generation,0.1400455170207553,deepseek_clean,max_all
Data Reference,0.9462376609444618,gpt4o_clean,max_all
Datatype,0.9910767802170344,gpt4o_clean,max_all
Entity Class,1.0,gpt4o_clean,max_all
Function Name,0.350148539852213,gpt4o_clean,max_all
Function Output,0.4454368807112088,gpt4o_clean,max_all
Join,0.688145543448627,gpt4o_clean,max_all
Ontology Property,1.0,gpt4o_clean,max_all
Related Entity Class,1.0,gpt4o_clean,max_all
Subject Generation,1.0,gpt4o_clean,max_all
Data Reference,0.9462376609444618,gemini_clean,max_all
Datatype,1.0,gemini_clean,max_all
Entity Class,1.0,gemini_clean,max_all
Function Name,0.3748913904031117,gemini_clean,max_all
Function Output,0.2814340872897042,gemini_clean,max_all
Join,0.93722265958786,gemini_clean,max_all
Ontology Property,1.0,gemini_clean,max_all
Related Entity Class,1.0,gemini_clean,max_all
Subject Generation,0.5278981106069983,gemini_clean,max_all
