column,TP,FP,FN,precision,recall,f1
CSV Column,0,0,16,0.0,0.0,0.0
Datatype,14,0,0,1.0,1.0,1.0
Entity Class,16,0,0,1.0,1.0,1.0
Join,0,0,2,0.0,0.0,0.0
Language Annotations,3,0,0,1.0,1.0,1.0
Ontology Property,12,0,4,1.0,0.75,0.8571428571428571
Related Entity Class,2,0,0,1.0,1.0,1.0
Subject Generation,0,0,16,0.0,0.0,0.0
