column,TP,FP,FN,precision,recall,f1
CSV Column,5,0,14,1.0,0.2631578947368421,0.4166666666666667
Datatype,13,0,3,1.0,0.8125,0.896551724137931
Entity Class,14,0,3,1.0,0.8235294117647058,0.9032258064516129
Join,0,0,2,0.0,0.0,0.0
Language Annotations,2,0,0,1.0,1.0,1.0
Ontology Property,13,0,4,1.0,0.7647058823529411,0.8666666666666666
Related Entity Class,1,0,0,1.0,1.0,1.0
Subject Generation,6,0,11,1.0,0.35294117647058826,0.5217391304347826
