column,TP,FP,FN,precision,recall,f1
CSV Column,9,0,13,1.0,0.4090909090909091,0.5806451612903226
Entity Class,18,0,1,1.0,0.9473684210526315,0.972972972972973
Join,3,0,0,1.0,1.0,1.0
Ontology Property,18,0,1,1.0,0.9473684210526315,0.972972972972973
Related Entity Class,3,0,0,1.0,1.0,1.0
Subject Generation,18,0,1,1.0,0.9473684210526315,0.972972972972973
