column,TP,FP,FN,precision,recall,f1
CSV Column,25,0,44,1.0,0.36231884057971014,0.5319148936170213
Datatype,21,0,20,1.0,0.5121951219512195,0.6774193548387097
Entity Class,44,0,22,1.0,0.6666666666666666,0.8
Function Name,0,0,0,0.0,0.0,0.0
Function Output,0,0,37,0.0,0.0,0.0
Join,6,0,1,1.0,0.8571428571428571,0.923076923076923
Ontology Property,48,0,18,1.0,0.7272727272727273,0.8421052631578948
Rel. Entity Class,21,0,1,1.0,0.9545454545454546,0.9767441860465117
Subject Generation,0,0,66,0.0,0.0,0.0
