column,TP,FP,FN,precision,recall,f1
Datatype,4,0,18,1.0,0.18181818181818182,0.3076923076923077
Entity Class,9,0,53,1.0,0.14516129032258066,0.2535211267605634
Function Name,0,0,2,0.0,0.0,0.0
Function Output,0,0,2,0.0,0.0,0.0
Join,0,0,15,0.0,0.0,0.0
Ontology Property,11,0,51,1.0,0.1774193548387097,0.3013698630136986
Related Entity Class,2,0,11,1.0,0.15384615384615385,0.2666666666666667
Subject Generation,0,0,62,0.0,0.0,0.0
XML Path,26,0,11,1.0,0.7027027027027027,0.8253968253968255
