column,TP,FP,FN,precision,recall,f1
CSV Column,9,0,15,1.0,0.375,0.5454545454545454
Datatype,13,0,11,1.0,0.5416666666666666,0.7027027027027027
Entity Class,16,0,8,1.0,0.6666666666666666,0.8
Join,0,0,2,0.0,0.0,0.0
Language Annotations,0,0,3,0.0,0.0,0.0
Ontology Property,12,0,12,1.0,0.5,0.6666666666666666
Related Entity Class,2,0,0,1.0,1.0,1.0
Subject Generation,21,0,3,1.0,0.875,0.9333333333333333
