column,TP,FP,FN,precision,recall,f1
CSV Column,0,0,19,0.0,0.0,0.0
Datatype,17,0,2,1.0,0.8947368421052632,0.9444444444444444
Entity Class,19,0,0,1.0,1.0,1.0
Join,0,0,0,0.0,0.0,0.0
Language Annotations,0,0,1,0.0,0.0,0.0
Ontology Property,15,0,4,1.0,0.7894736842105263,0.8823529411764706
Related Entity Class,1,0,0,1.0,1.0,1.0
Subject Generation,0,0,15,0.0,0.0,0.0
