column,TP,FP,FN,precision,recall,f1
CSV Column,0,0,22,0.0,0.0,0.0
Entity Class,22,0,3,1.0,0.88,0.9361702127659575
Join,0,0,3,0.0,0.0,0.0
Ontology Property,19,0,6,1.0,0.76,0.8636363636363636
Related Entity Class,3,0,0,1.0,1.0,1.0
Subject Generation,4,0,21,1.0,0.16,0.2758620689655173
