column,TP,FP,FN,precision,recall,f1
CSV Column,17,0,2,1.0,0.8947368421052632,0.9444444444444444
Entity Class,20,0,1,1.0,0.9523809523809523,0.975609756097561
Join,2,0,0,1.0,1.0,1.0
Ontology Property,19,0,2,1.0,0.9047619047619048,0.9500000000000001
Related Entity Class,2,0,1,1.0,0.6666666666666666,0.8
Subject Generation,19,0,2,1.0,0.9047619047619048,0.9500000000000001
