column,TP,FP,FN,precision,recall,f1
CSV Column,0,0,15,0.0,0.0,0.0
Entity Class,15,0,0,1.0,1.0,1.0
Join,3,0,0,1.0,1.0,1.0
Ontology Property,14,0,1,1.0,0.9333333333333333,0.9655172413793104
Related Entity Class,3,0,0,1.0,1.0,1.0
Subject Generation,10,0,5,1.0,0.6666666666666666,0.8
