column,TP,FP,FN,precision,recall,f1
CSV Column,0,0,22,0.0,0.0,0.0
Entity Class,25,0,0,1.0,1.0,1.0
Join,0,0,3,0.0,0.0,0.0
Ontology Property,23,0,2,1.0,0.92,0.9583333333333334
Related Entity Class,3,0,0,1.0,1.0,1.0
Subject Generation,6,0,19,1.0,0.24,0.3870967741935484
