column,TP,FP,FN,precision,recall,f1
CSV Column,9,0,1,1.0,0.9,0.9473684210526316
Datatype,0,0,10,0.0,0.0,0.0
Entity Class,2,0,20,1.0,0.09090909090909091,0.16666666666666669
Function Name,0,0,4,0.0,0.0,0.0
Function Output,0,0,4,0.0,0.0,0.0
Join,0,0,4,0.0,0.0,0.0
Ontology Property,3,0,19,1.0,0.13636363636363635,0.24000000000000002
Rel. Entity Class,2,0,7,1.0,0.2222222222222222,0.3636363636363636
Subject Generation,0,0,22,0.0,0.0,0.0
