column,TP,FP,FN,precision,recall,f1
CSV Column,33,0,2,1.0,0.9428571428571428,0.9705882352941176
Datatype,16,0,0,1.0,1.0,1.0
Entity Class,4,0,31,1.0,0.11428571428571428,0.20512820512820512
Function Name,0,0,0,0.0,0.0,0.0
Function Output,2,0,4,1.0,0.3333333333333333,0.5
Join,0,0,2,0.0,0.0,0.0
Ontology Property,33,0,2,1.0,0.9428571428571428,0.9705882352941176
Rel. Entity Class,5,0,0,1.0,1.0,1.0
Subject Generation,0,0,35,0.0,0.0,0.0
