column,TP,FP,FN,precision,recall,f1
CSV Column,5,0,12,1.0,0.29411764705882354,0.45454545454545453
Datatype,13,0,2,1.0,0.8666666666666667,0.9285714285714286
Entity Class,14,0,4,1.0,0.7777777777777778,0.8750000000000001
Join,2,0,0,1.0,1.0,1.0
Language Annotations,0,0,1,0.0,0.0,0.0
Ontology Property,14,0,4,1.0,0.7777777777777778,0.8750000000000001
Related Entity Class,1,0,0,1.0,1.0,1.0
Subject Generation,10,0,8,1.0,0.5555555555555556,0.7142857142857143
