column,TP,FP,FN,precision,recall,f1
CSV Column,6,0,0,1.0,1.0,1.0
Entity Class,9,0,0,1.0,1.0,1.0
Join,1,0,2,1.0,0.3333333333333333,0.5
Ontology Property,9,0,0,1.0,1.0,1.0
Related Entity Class,3,0,0,1.0,1.0,1.0
Subject Generation,8,0,1,1.0,0.8888888888888888,0.9411764705882353
