column,TP,FP,FN,precision,recall,f1
CSV Column,7,0,15,1.0,0.3181818181818182,0.4827586206896552
Datatype,2,0,10,1.0,0.16666666666666666,0.2857142857142857
Entity Class,15,0,53,1.0,0.22058823529411764,0.36144578313253006
Function Name,0,0,5,0.0,0.0,0.0
Function Output,0,0,8,0.0,0.0,0.0
Join,0,0,19,0.0,0.0,0.0
Ontology Property,13,0,55,1.0,0.19117647058823528,0.32098765432098764
Rel. Entity Class,9,0,23,1.0,0.28125,0.43902439024390244
Subject Generation,0,0,43,0.0,0.0,0.0
