column,TP,FP,FN,precision,recall,f1
Datatype,5,0,2,1.0,0.7142857142857143,0.8333333333333333
Entity Class,17,0,34,1.0,0.3333333333333333,0.5
Function Name,0,0,3,0.0,0.0,0.0
Function Output,0,0,3,0.0,0.0,0.0
Join,0,0,10,0.0,0.0,0.0
Ontology Property,11,0,40,1.0,0.21568627450980393,0.3548387096774193
Related Entity Class,2,0,11,1.0,0.15384615384615385,0.2666666666666667
Subject Generation,0,0,51,0.0,0.0,0.0
XML Path,5,0,7,1.0,0.4166666666666667,0.5882352941176471
