column,mean_similarity,LLM,method
Data Reference,0.9787364039156172,gemini,max_all
Datatype,0.8873506708553544,gemini,max_all
Entity Class,0.8819705180146477,gemini,max_all
Function Name,0.0136391645711329,gemini,max_all
Function Output,0.7382221163974868,gemini,max_all
Join,0.705078196246177,gemini,max_all
Ontology Property,0.9233837440007864,gemini,max_all
Rel. Entity Class,0.9200080807010332,gemini,max_all
Subject Generation,0.4967328094771175,gemini,max_all
Data Reference,0.9682539682539684,mixtral,max_all
Datatype,0.4907568736058293,mixtral,max_all
Entity Class,0.7137483227433581,mixtral,max_all
Function Name,0.0630264087683624,mixtral,max_all
Function Output,0.5746089680333853,mixtral,max_all
Join,0.2837097510281536,mixtral,max_all
Ontology Property,0.9678847218553224,mixtral,max_all
Rel. Entity Class,0.5788641658922037,mixtral,max_all
Subject Generation,0.6243058499967243,mixtral,max_all
Data Reference,0.8592360110849592,o3,max_all
Datatype,0.4957168253139251,o3,max_all
Entity Class,0.6596659757134704,o3,max_all
Function Name,0.1414887865610195,o3,max_all
Function Output,0.2335183110577289,o3,max_all
Join,0.1866856090009513,o3,max_all
Ontology Property,0.8565613196694019,o3,max_all
Rel. Entity Class,0.5231115619299048,o3,max_all
Subject Generation,0.2729531293274995,o3,max_all
Data Reference,1.0,deepseek,max_all
Datatype,0.5495456667108969,deepseek,max_all
Entity Class,0.3339062760196342,deepseek,max_all
Function Name,0.2082687566677729,deepseek,max_all
Function Output,0.5240552498425683,deepseek,max_all
Join,0.8234126965204874,deepseek,max_all
Ontology Property,1.0,deepseek,max_all
Rel. Entity Class,0.3738834328121609,deepseek,max_all
Subject Generation,0.1478817861339058,deepseek,max_all
Data Reference,0.9682539682539684,gpt4o,max_all
Datatype,0.7404401659814998,gpt4o,max_all
Entity Class,0.865134234116836,gpt4o,max_all
Function Name,0.2171252171198527,gpt4o,max_all
Function Output,0.5863181582341591,gpt4o,max_all
Join,0.6964327432215214,gpt4o,max_all
Ontology Property,0.9803904079728656,gpt4o,max_all
Rel. Entity Class,0.6283653929001756,gpt4o,max_all
Subject Generation,0.6301977673815156,gpt4o,max_all
Data Reference,0.9682539682539684,llama,max_all
Datatype,0.7475550536705989,llama,max_all
Entity Class,0.7038406681532812,llama,max_all
Function Name,0.0327578773722052,llama,max_all
Function Output,0.2081827993382408,llama,max_all
Join,0.1190449548490119,llama,max_all
Ontology Property,0.9646983462167374,llama,max_all
Rel. Entity Class,0.3547543063759804,llama,max_all
Subject Generation,0.679023265838623,llama,max_all
