column,TP,FP,FN,precision,recall,f1
CSV Column,5,0,14,1.0,0.2631578947368421,0.4166666666666667
Datatype,14,0,0,1.0,1.0,1.0
Entity Class,17,0,0,1.0,1.0,1.0
Join,0,0,3,0.0,0.0,0.0
Language Annotations,3,0,0,1.0,1.0,1.0
Ontology Property,17,0,0,1.0,1.0,1.0
Related Entity Class,3,0,0,1.0,1.0,1.0
Subject Generation,8,0,9,1.0,0.47058823529411764,0.6399999999999999
