column,mean_similarity,LLM,method
Entity Class,0.9721867953027996,gpt4o,levenshtein
Function Name,0.124319593111674,gpt4o,levenshtein
Function Output,0.2775931311327786,gpt4o,levenshtein
Join,0.918907642364502,gpt4o,levenshtein
Ontology Property,0.9916525099958692,gpt4o,levenshtein
Rel. Entity Class,1.0,gpt4o,levenshtein
Subject Generation,0.5156178319205841,gpt4o,levenshtein
CSV Column,0.6652042394441462,gpt4o,max
Datatype,0.6373895868422493,gpt4o,max
Entity Class,0.8713939495818326,gpt4o,max
Function Name,0.2035716672738393,gpt4o,max
Function Output,0.2593136096271883,gpt4o,max
Join,0.6437334792481528,gpt4o,max
Ontology Property,0.8176933288829021,gpt4o,max
Rel. Entity Class,0.8862832803279161,gpt4o,max
Subject Generation,0.4411546156106826,gpt4o,max
CSV Column,0.8493764172335602,gpt4o,bert
Datatype,0.5578231292517006,gpt4o,bert
Entity Class,0.9761904761904762,gpt4o,bert
Function Name,0.0,gpt4o,bert
Function Output,0.1088777646406559,gpt4o,bert
Join,0.7656104108309991,gpt4o,bert
Ontology Property,0.9967532467532468,gpt4o,bert
Rel. Entity Class,1.0,gpt4o,bert
Subject Generation,0.3968589569348042,gpt4o,bert
CSV Column,0.8839946467252005,gpt4o,bert_lexical
Datatype,0.6044415998316947,gpt4o,bert_lexical
Entity Class,0.9721867953027996,gpt4o,bert_lexical
Function Name,0.124319593111674,gpt4o,bert_lexical
Function Output,0.2775931311327786,gpt4o,bert_lexical
Join,0.918907642364502,gpt4o,bert_lexical
Ontology Property,0.9916525099958692,gpt4o,bert_lexical
Rel. Entity Class,1.0,gpt4o,bert_lexical
Subject Generation,0.5156178319205841,gpt4o,bert_lexical
CSV Column,0.5204328826192128,o1,max
Datatype,0.575012616287003,o1,max
Entity Class,0.7732988639027624,o1,max
Function Name,0.1416739269381477,o1,max
Function Output,0.4665422791048634,o1,max
Join,0.3130130915902555,o1,max
Ontology Property,0.6540655675128041,o1,max
Rel. Entity Class,0.5141735475209325,o1,max
Subject Generation,0.6422036333143835,o1,max
CSV Column,0.6140818311031415,o1,bert
Datatype,0.4546345325654332,o1,bert
Entity Class,0.992063492063492,o1,bert
Function Name,0.0,o1,bert
Function Output,0.4868047432991834,o1,bert
Join,0.482174688057041,o1,bert
Ontology Property,0.9599737981316928,o1,bert
Rel. Entity Class,0.5040450875837349,o1,bert
Subject Generation,0.6454247377532821,o1,bert
CSV Column,0.741716603792849,o1,levenshtein
Datatype,0.5010824309928077,o1,levenshtein
Entity Class,0.9907289317676,o1,levenshtein
Function Name,0.1695877744091881,o1,levenshtein
Function Output,0.479139441890376,o1,levenshtein
Join,0.5806449550307459,o1,levenshtein
Ontology Property,0.9680363113681476,o1,levenshtein
Rel. Entity Class,0.6850420402155982,o1,levenshtein
Subject Generation,0.8571961749167669,o1,levenshtein
CSV Column,0.741716603792849,o1,bert_lexical
Datatype,0.5010824309928077,o1,bert_lexical
Entity Class,0.9907289317676,o1,bert_lexical
Function Name,0.1695877744091881,o1,bert_lexical
Function Output,0.479139441890376,o1,bert_lexical
Join,0.5806449550307459,o1,bert_lexical
Ontology Property,0.9680363113681476,o1,bert_lexical
Rel. Entity Class,0.6850420402155982,o1,bert_lexical
Subject Generation,0.8571961749167669,o1,bert_lexical
CSV Column,0.6914965986394558,llama,bert
Datatype,0.3185515875227639,llama,bert
Entity Class,0.8169006919006919,llama,bert
Function Name,0.0,llama,bert
Function Output,0.0849127031768011,llama,bert
Join,0.0295138888888888,llama,bert
Ontology Property,0.8192492297365356,llama,bert
Rel. Entity Class,0.3678804855275443,llama,bert
Subject Generation,0.2155762916393306,llama,bert
CSV Column,0.719337208166955,llama,bert_lexical
Datatype,0.3524163228770097,llama,bert_lexical
Entity Class,0.8038345390842075,llama,bert_lexical
Function Name,0.0793624040596778,llama,bert_lexical
Function Output,0.2759094330378704,llama,bert_lexical
Join,0.1219124392207179,llama,bert_lexical
Ontology Property,0.8313090709732874,llama,bert_lexical
Rel. Entity Class,0.4938506762541476,llama,bert_lexical
Subject Generation,0.4589780018413587,llama,bert_lexical
CSV Column,0.6278759984374749,llama,max
Datatype,0.3981470460295772,llama,max
Entity Class,0.7257366047341894,llama,max
Function Name,0.0773741125705696,llama,max
Function Output,0.279642996777862,llama,max
Join,0.1078014669434476,llama,max
Ontology Property,0.7589209146323399,llama,max
Rel. Entity Class,0.4602077160385393,llama,max
Subject Generation,0.409389985096175,llama,max
CSV Column,0.719337208166955,llama,levenshtein
Datatype,0.3524163228770097,llama,levenshtein
Entity Class,0.8038345390842075,llama,levenshtein
Function Name,0.0793624040596778,llama,levenshtein
Function Output,0.2759094330378704,llama,levenshtein
Join,0.1219124392207179,llama,levenshtein
Ontology Property,0.8313090709732874,llama,levenshtein
Rel. Entity Class,0.4938506762541476,llama,levenshtein
Subject Generation,0.4589780018413587,llama,levenshtein
