column,TP,FP,FN,precision,recall,f1
CSV Column,3,0,5,1.0,0.375,0.5454545454545454
Entity Class,11,0,0,1.0,1.0,1.0
Join,0,0,3,0.0,0.0,0.0
Ontology Property,6,0,5,1.0,0.5454545454545454,0.7058823529411764
Related Entity Class,3,0,0,1.0,1.0,1.0
Subject Generation,0,0,11,0.0,0.0,0.0
