column,TP,FP,FN,precision,recall,f1
CSV Column,15,0,6,1.0,0.7142857142857143,0.8333333333333333
Entity Class,20,0,1,1.0,0.9523809523809523,0.975609756097561
Join,0,0,3,0.0,0.0,0.0
Ontology Property,17,0,4,1.0,0.8095238095238095,0.8947368421052632
Related Entity Class,3,0,0,1.0,1.0,1.0
Subject Generation,15,0,6,1.0,0.7142857142857143,0.8333333333333333
