column,TP,FP,FN,precision,recall,f1
Datatype,3,0,4,1.0,0.42857142857142855,0.6
Entity Class,17,0,32,1.0,0.3469387755102041,0.5151515151515151
Function Name,0,0,5,0.0,0.0,0.0
Function Output,0,0,5,0.0,0.0,0.0
Join,0,0,13,0.0,0.0,0.0
Ontology Property,9,0,38,1.0,0.19148936170212766,0.32142857142857145
Related Entity Class,8,0,13,1.0,0.38095238095238093,0.5517241379310345
Subject Generation,0,0,49,0.0,0.0,0.0
XML Path,9,0,4,1.0,0.6923076923076923,0.8181818181818181
