column,TP,FP,FN,precision,recall,f1
CSV Column,7,0,6,1.0,0.5384615384615384,0.7000000000000001
Datatype,0,0,13,0.0,0.0,0.0
Entity Class,3,0,34,1.0,0.08108108108108109,0.15
Function Name,1,0,5,1.0,0.16666666666666666,0.2857142857142857
Function Output,0,0,6,0.0,0.0,0.0
Join,0,0,8,0.0,0.0,0.0
Ontology Property,5,0,32,1.0,0.13513513513513514,0.2380952380952381
Rel. Entity Class,1,0,9,1.0,0.1,0.18181818181818182
Subject Generation,0,0,33,0.0,0.0,0.0
