column,TP,FP,FN,precision,recall,f1
CSV Column,42,0,0,1.0,1.0,1.0
Datatype,38,0,1,1.0,0.9743589743589743,0.9870129870129869
Entity Class,45,0,0,1.0,1.0,1.0
Function Name,3,0,0,1.0,1.0,1.0
Function Output,3,0,4,1.0,0.42857142857142855,0.6
Join,3,0,0,1.0,1.0,1.0
Ontology Property,45,0,0,1.0,1.0,1.0
Related Entity Class,6,0,0,1.0,1.0,1.0
Subject Generation,6,0,0,1.0,1.0,1.0
