column,TP,FP,FN,precision,recall,f1
CSV Column,0,0,16,0.0,0.0,0.0
Datatype,14,0,2,1.0,0.875,0.9333333333333333
Entity Class,16,0,0,1.0,1.0,1.0
Join,0,0,3,0.0,0.0,0.0
Language Annotations,3,0,0,1.0,1.0,1.0
Ontology Property,14,0,2,1.0,0.875,0.9333333333333333
Related Entity Class,2,0,0,1.0,1.0,1.0
Subject Generation,16,0,0,1.0,1.0,1.0
