column,TP,FP,FN,precision,recall,f1
Datatype,2,0,0,1.0,1.0,1.0
Entity Class,5,0,17,1.0,0.22727272727272727,0.37037037037037035
Function Name,0,0,1,0.0,0.0,0.0
Function Output,0,0,1,0.0,0.0,0.0
Join,0,0,4,0.0,0.0,0.0
Ontology Property,3,0,19,1.0,0.13636363636363635,0.24000000000000002
Related Entity Class,2,0,10,1.0,0.16666666666666666,0.2857142857142857
Subject Generation,0,0,22,0.0,0.0,0.0
XML Path,4,0,1,1.0,0.8,0.888888888888889
