column,TP,FP,FN,precision,recall,f1
CSV Column,19,0,4,1.0,0.8260869565217391,0.9047619047619047
Datatype,7,0,7,1.0,0.5,0.6666666666666666
Entity Class,23,0,7,1.0,0.7666666666666667,0.8679245283018869
Function Name,0,0,9,0.0,0.0,0.0
Function Output,3,0,6,1.0,0.3333333333333333,0.5
Join,0,0,0,0.0,0.0,0.0
Ontology Property,25,0,6,1.0,0.8064516129032258,0.8928571428571428
Related Entity Class,7,0,2,1.0,0.7777777777777778,0.8750000000000001
Subject Generation,0,0,20,0.0,0.0,0.0
