column,TP,FP,FN,precision,recall,f1,method
CSV Column,10,0,11,1.0,0.4761904761904761,0.6451612903225806,o3_clean_0.80_all
Datatype,8,0,7,1.0,0.5333333333333333,0.6956521739130436,o3_clean_0.80_all
Entity Class,27,0,0,1.0,1.0,1.0,o3_clean_0.80_all
Function Name,0,0,7,0.0,0.0,0.0,o3_clean_0.80_all
Function Output,2,0,7,1.0,0.2222222222222222,0.3636363636363636,o3_clean_0.80_all
Join,4,0,0,1.0,1.0,1.0,o3_clean_0.80_all
Ontology Property,27,0,0,1.0,1.0,1.0,o3_clean_0.80_all
Related Entity Class,12,0,0,1.0,1.0,1.0,o3_clean_0.80_all
Subject Generation,27,0,0,1.0,1.0,1.0,o3_clean_0.80_all
CSV Column,14,0,5,1.0,0.7368421052631579,0.8484848484848484,mixtral_clean_0.80_all
Datatype,6,0,7,1.0,0.4615384615384615,0.631578947368421,mixtral_clean_0.80_all
Entity Class,22,0,2,1.0,0.9166666666666666,0.9565217391304348,mixtral_clean_0.80_all
Function Name,0,0,6,0.0,0.0,0.0,mixtral_clean_0.80_all
Function Output,4,0,4,1.0,0.5,0.6666666666666666,mixtral_clean_0.80_all
Join,1,0,1,1.0,0.5,0.6666666666666666,mixtral_clean_0.80_all
Ontology Property,23,0,0,1.0,1.0,1.0,mixtral_clean_0.80_all
Related Entity Class,6,0,2,1.0,0.75,0.8571428571428571,mixtral_clean_0.80_all
Subject Generation,0,0,21,0.0,0.0,0.0,mixtral_clean_0.80_all
CSV Column,13,0,4,1.0,0.7647058823529411,0.8666666666666666,llama_clean_0.80_all
Datatype,6,0,4,1.0,0.6,0.7499999999999999,llama_clean_0.80_all
Entity Class,22,0,0,1.0,1.0,1.0,llama_clean_0.80_all
Function Name,0,0,6,0.0,0.0,0.0,llama_clean_0.80_all
Function Output,4,0,1,1.0,0.8,0.888888888888889,llama_clean_0.80_all
Function Outputw,0,0,0,0.0,0.0,0.0,llama_clean_0.80_all
Join,0,0,4,0.0,0.0,0.0,llama_clean_0.80_all
Ontology Property,22,0,0,1.0,1.0,1.0,llama_clean_0.80_all
Related Entity Class,7,0,0,1.0,1.0,1.0,llama_clean_0.80_all
Subject Generation,12,0,10,1.0,0.5454545454545454,0.7058823529411764,llama_clean_0.80_all
CSV Column,14,0,6,1.0,0.7,0.8235294117647058,deepseek_clean_0.80_all
Datatype,10,0,4,1.0,0.7142857142857143,0.8333333333333333,deepseek_clean_0.80_all
Entity Class,9,0,17,1.0,0.3461538461538461,0.5142857142857142,deepseek_clean_0.80_all
Function Name,0,0,6,0.0,0.0,0.0,deepseek_clean_0.80_all
Function Output,6,0,0,1.0,1.0,1.0,deepseek_clean_0.80_all
Join,4,0,2,1.0,0.6666666666666666,0.8,deepseek_clean_0.80_all
Ontology Property,26,0,0,1.0,1.0,1.0,deepseek_clean_0.80_all
Related Entity Class,6,0,4,1.0,0.6,0.7499999999999999,deepseek_clean_0.80_all
Subject Generation,2,0,9,1.0,0.1818181818181818,0.3076923076923077,deepseek_clean_0.80_all
CSV Column,15,0,6,1.0,0.7142857142857143,0.8333333333333333,gpt4o_clean_0.80_all
Datatype,12,0,3,1.0,0.8,0.888888888888889,gpt4o_clean_0.80_all
Entity Class,27,0,0,1.0,1.0,1.0,gpt4o_clean_0.80_all
Function Name,0,0,6,0.0,0.0,0.0,gpt4o_clean_0.80_all
Function Output,4,0,4,1.0,0.5,0.6666666666666666,gpt4o_clean_0.80_all
Join,6,0,0,1.0,1.0,1.0,gpt4o_clean_0.80_all
Ontology Property,27,0,0,1.0,1.0,1.0,gpt4o_clean_0.80_all
Related Entity Class,12,0,0,1.0,1.0,1.0,gpt4o_clean_0.80_all
Subject Generation,9,0,11,1.0,0.45,0.6206896551724138,gpt4o_clean_0.80_all
CSV Column,15,0,6,1.0,0.7142857142857143,0.8333333333333333,gemini_2.5_clean_0.80_all
Datatype,10,0,5,1.0,0.6666666666666666,0.8,gemini_2.5_clean_0.80_all
Entity Class,27,0,0,1.0,1.0,1.0,gemini_2.5_clean_0.80_all
Function Name,0,0,6,0.0,0.0,0.0,gemini_2.5_clean_0.80_all
Function Output,6,0,0,1.0,1.0,1.0,gemini_2.5_clean_0.80_all
Join,6,0,0,1.0,1.0,1.0,gemini_2.5_clean_0.80_all
Ontology Property,27,0,0,1.0,1.0,1.0,gemini_2.5_clean_0.80_all
Related Entity Class,12,0,0,1.0,1.0,1.0,gemini_2.5_clean_0.80_all
Subject Generation,9,0,18,1.0,0.3333333333333333,0.5,gemini_2.5_clean_0.80_all
