column,TP,FP,FN,precision,recall,f1
CSV Column,9,0,12,1.0,0.42857142857142855,0.6
Datatype,8,0,7,1.0,0.5333333333333333,0.6956521739130436
Entity Class,27,0,0,1.0,1.0,1.0
Function Name,0,0,7,0.0,0.0,0.0
Function Output,2,0,7,1.0,0.2222222222222222,0.3636363636363636
Join,4,0,0,1.0,1.0,1.0
Ontology Property,27,0,0,1.0,1.0,1.0
Related Entity Class,12,0,0,1.0,1.0,1.0
Subject Generation,18,0,9,1.0,0.6666666666666666,0.8
