column,TP,FP,FN,precision,recall,f1
CSV Column,15,0,0,1.0,1.0,1.0
Datatype,13,0,2,1.0,0.8666666666666667,0.9285714285714286
Entity Class,15,0,0,1.0,1.0,1.0
Function Name,0,0,0,0.0,0.0,0.0
Function Output,0,0,0,0.0,0.0,0.0
Join,0,0,0,0.0,0.0,0.0
Ontology Property,15,0,0,1.0,1.0,1.0
Rel. Entity Class,0,0,0,0.0,0.0,0.0
Subject Generation,4,0,11,1.0,0.26666666666666666,0.4210526315789474
