column,TP,FP,FN,precision,recall,f1
CSV Column,12,0,3,1.0,0.8,0.888888888888889
Entity Class,15,0,0,1.0,1.0,1.0
Join,3,0,0,1.0,1.0,1.0
Ontology Property,15,0,0,1.0,1.0,1.0
Related Entity Class,3,0,0,1.0,1.0,1.0
Subject Generation,12,0,3,1.0,0.8,0.888888888888889
