column,TP,FP,FN,precision,recall,f1
CSV Column,0,0,15,0.0,0.0,0.0
Entity Class,15,0,0,1.0,1.0,1.0
Join,3,0,0,1.0,1.0,1.0
Ontology Property,15,0,0,1.0,1.0,1.0
Related Entity Class,3,0,0,1.0,1.0,1.0
Subject Generation,11,0,4,1.0,0.7333333333333333,0.846153846153846
