column,TP,FP,FN,precision,recall,f1
CSV Column,15,0,0,1.0,1.0,1.0
Entity Class,15,0,0,1.0,1.0,1.0
Join,3,0,0,1.0,1.0,1.0
Ontology Property,5,0,10,1.0,0.3333333333333333,0.5
Related Entity Class,3,0,0,1.0,1.0,1.0
Subject Generation,11,0,4,1.0,0.7333333333333333,0.846153846153846
