column,TP,FP,FN,precision,recall,f1
CSV Column,0,0,18,0.0,0.0,0.0
Datatype,17,0,0,1.0,1.0,1.0
Entity Class,19,0,0,1.0,1.0,1.0
Join,0,0,2,0.0,0.0,0.0
Language Annotations,1,0,0,1.0,1.0,1.0
Ontology Property,17,0,2,1.0,0.8947368421052632,0.9444444444444444
Related Entity Class,3,0,0,1.0,1.0,1.0
Subject Generation,5,0,14,1.0,0.2631578947368421,0.4166666666666667
