column,TP,FP,FN,precision,recall,f1
CSV Column,8,0,6,1.0,0.5714285714285714,0.7272727272727273
Datatype,0,0,10,0.0,0.0,0.0
Entity Class,7,0,45,1.0,0.1346153846153846,0.23728813559322035
Function Name,0,0,2,0.0,0.0,0.0
Function Output,0,0,2,0.0,0.0,0.0
Join,0,0,15,0.0,0.0,0.0
Ontology Property,3,0,47,1.0,0.06,0.11320754716981131
Rel. Entity Class,3,0,16,1.0,0.15789473684210525,0.2727272727272727
Subject Generation,0,0,50,0.0,0.0,0.0
